Date,Open,High,Low,Close,Volume,SMA20,SMA50,EMA20,RSI,MACD,VolumeChange
2015-03-16,30.969999313354492,31.237499237060547,30.717500686645508,31.237499237060547,143497200,31.927749729156496,29.914599952697753,31.35280387481143,51.02165841548989,0.22970193927181626,-0.3078107483893624
2015-03-17,31.475000381469727,31.829999923706055,31.412500381469727,31.760000228881836,204092400,31.9178747177124,30.003149948120118,31.39158447996099,55.91472624417446,0.2409748473461235,0.42227444159189176
2015-03-18,31.75,32.290000915527344,31.592500686645508,32.11750030517578,261083600,31.914749717712404,30.114249954223634,31.46071932045764,58.93743910811399,0.2755792703298283,0.2792421471843145
2015-03-19,32.1875,32.3125,31.850000381469727,31.875,183238000,31.902874755859376,30.22044994354248,31.500174623271196,56.126249067781245,0.28020573954429295,-0.29816350012026804
2015-03-20,32.0625,32.099998474121094,31.290000915527344,31.475000381469727,274780400,31.85787477493286,30.311199951171876,31.49777707643296,51.74219628491693,0.24872843685755086,0.4995819644396904
2015-03-23,31.780000686645508,31.962499618530273,31.6299991607666,31.802499771118164,150838800,31.78549976348877,30.387799949645995,31.5267982854506,54.851671051938254,0.2473575278087523,-0.45105691672331794
2015-03-24,31.8075008392334,32.0099983215332,31.63999938964844,31.67250061035156,131369200,31.716999816894532,30.461199951171874,31.540674697345928,53.38131178433254,0.23309426113889486,-0.12907554289745082
2015-03-25,31.635000228881836,31.704999923706055,30.844999313354492,30.844999313354492,206620800,31.649374866485594,30.531849937438963,31.474419898870554,45.09478176896575,0.15325149277797223,0.5728252893372268
2015-03-26,30.690000534057617,31.219999313354492,30.649999618530273,31.059999465942383,190291600,31.572124862670897,30.601949920654295,31.43495128621073,47.380309643780784,0.10610117084661752,-0.07902979758088247
2015-03-27,31.142499923706055,31.174999237060547,30.727500915527344,30.8125,158184800,31.50699977874756,30.66919990539551,31.375670211333517,45.05522766395795,0.04820735813751398,-0.16872421063252396
2015-03-30,31.012500762939453,31.600000381469727,31.0,31.592500686645508,188398800,31.472999858856202,30.766949920654298,31.396320732791803,52.89978849612566,0.06452186326150411,0.1910044454334423
2015-03-31,31.522499084472656,31.622499465942383,31.09000015258789,31.107500076293945,168362400,31.411374855041505,30.859149932861328,31.368814003601532,48.283693624805295,0.03787908367805315,-0.10635099586621566
2015-04-01,31.204999923706055,31.280000686645508,30.774999618530273,31.0625,162485600,31.357749938964844,30.936799926757814,31.339641241353767,47.86633764667664,0.012983690924798452,-0.03490565589466532
2015-04-02,31.25749969482422,31.38999938964844,31.04750061035156,31.329999923706055,128880400,31.34412488937378,31.015649909973146,31.338723020625412,50.599900550069876,0.014669816545666237,-0.2068195581639235
2015-04-06,31.11750030517578,31.877500534057617,31.082500457763672,31.837499618530273,148776000,31.35349988937378,31.090399894714356,31.386225553759207,55.3800027566732,0.05630798388080649,0.15437258109068552
2015-04-07,31.90999984741211,32.029998779296875,31.4950008392334,31.502500534057617,140049200,31.339374923706053,31.15554988861084,31.397299361406674,51.81578707288623,0.061565219540081983,-0.05865731031886867
2015-04-08,31.462499618530273,31.600000381469727,31.24250030517578,31.399999618530273,149316800,31.352999877929687,31.21804988861084,31.397556528751778,50.73974781576433,0.056805827213516125,0.06617388746240604
2015-04-09,31.462499618530273,31.645000457763672,31.165000915527344,31.63999938964844,129936000,31.40699987411499,31.305149879455566,31.42064632502765,53.19086673780972,0.07157487961422504,-0.12979651318538843
2015-04-10,31.487499237060547,31.802499771118164,31.315000534057617,31.774999618530273,160752000,31.440124893188475,31.3640998840332,31.454394257742187,54.56051641487887,0.09309965539892318,0.23716291097155517
2015-04-13,32.092498779296875,32.14250183105469,31.65250015258789,31.712499618530273,145460400,31.480874919891356,31.403849868774415,31.478975720674384,53.776007912514295,0.10391707625133506,-0.09512541057031954
2015-04-14,31.75,31.822500228881836,31.477500915527344,31.575000762939453,102098400,31.497749996185302,31.449549865722656,31.488120962794866,52.004418103709256,0.10023945366690512,-0.298101751404506
2015-04-15,31.602500915527344,31.782499313354492,31.502500534057617,31.69499969482422,115881600,31.494499969482423,31.49029987335205,31.507823699178616,53.445856014091575,0.10578835984179946,0.13499917726428623
2015-04-16,31.56999969482422,31.774999618530273,31.52750015258789,31.542499542236328,113476000,31.46574993133545,31.527899856567384,31.511126160422208,51.33580648794811,0.09676497376279158,-0.020759119653163238
2015-04-17,31.387500762939453,31.53499984741211,31.114999771118164,31.1875,207828000,31.431374931335448,31.553849868774414,31.48030462133438,46.712488026254995,0.06027358273887273,0.8314709718354543
2015-04-20,31.392499923706055,32.029998779296875,31.292499542236328,31.899999618530273,188217200,31.452624893188478,31.59214984893799,31.520275573448274,55.395219218584856,0.0878341595374863,-0.0943607213657448
2015-04-21,32.025001525878906,32.04999923706055,31.667499542236328,31.727500915527344,129740400,31.448874950408936,31.632049865722657,31.540011320312946,53.13775938444804,0.09466566465824755,-0.31068786487101074
2015-04-22,31.747499465942383,32.217498779296875,31.579999923706055,32.154998779296875,150618000,31.472999858856202,31.67654983520508,31.59858155450189,57.7346580644493,0.13304156618281482,0.16091826447274715
2015-04-23,32.07500076293945,32.60499954223633,32.03499984741211,32.41749954223633,183083600,31.551624870300294,31.714799842834474,31.676573743809932,60.30927275486056,0.18253224429344073,0.21554927033953453
2015-04-24,32.622501373291016,32.657501220703125,32.307498931884766,32.56999969482422,178103600,31.627124881744386,31.741799850463867,31.761661929620818,61.76639987496173,0.23139210690229817,-0.027200688647153526
2015-04-27,33.07749938964844,33.282501220703125,32.787498474121094,33.162498474121094,387816800,31.74462480545044,31.772749824523927,31.89507493385894,66.85733616140791,0.3143005388400155,1.1774787258651704
2015-04-28,33.6150016784668,33.6349983215332,32.39250183105469,32.63999938964844,475696000,31.796999740600587,31.790149803161622,31.966020120124607,59.35199333283819,0.33399467633938684,0.22659977597669823
2015-04-29,32.540000915527344,32.897499084472656,32.07500076293945,32.15999984741211,253544400,31.849624729156496,31.79419979095459,31.984494379866273,53.41920493719518,0.3073277872349749,-0.4670032962227978
2015-04-30,32.15999984741211,32.15999984741211,31.145000457763672,31.287500381469727,332781600,31.860874748229982,31.77634979248047,31.918113999066602,44.6770740862933,0.21333151743713685,0.3125180441768778
2015-05-01,31.524999618530273,32.532501220703125,31.325000762939453,32.23749923706055,234050400,31.906249713897704,31.778849792480468,31.94853164078031,53.584040435521544,0.21303997240121575,-0.2966846724698722
2015-05-04,32.375,32.64250183105469,32.064998626708984,32.17499923706055,203953200,31.923124694824217,31.77484977722168,31.970099983283188,52.97970807522395,0.2053979929867289,-0.12859281590631766
2015-05-05,32.037498474121094,32.11249923706055,31.44499969482422,31.450000762939453,197085600,31.92049970626831,31.73884979248047,31.920566724202832,46.437148386383925,0.13923533319664116,-0.03367243073410964
2015-05-06,31.63999938964844,31.6875,30.84000015258789,31.252500534057617,288564000,31.913124752044677,31.703049812316895,31.85694137276043,44.81360749077378,0.07005676002355798,0.46415567651822354
2015-05-07,31.1924991607666,31.520000457763672,31.0049991607666,31.315000534057617,175763600,31.896874809265135,31.685399856567383,31.805327959550638,45.46341204445767,0.020044410557197523,-0.39090253808513886
2015-05-08,31.670000076293945,31.905000686645508,31.52750015258789,31.905000686645508,222201600,31.903374862670898,31.671399879455567,31.81482060022634,51.29373200541766,0.02769805878222087,0.2642071509686874
