Date,portfolio_value,daily_return,reward,cash,shares,price
2024-02-12,100000.0,0.0,0.0,100000.0,0.0,500.9800109863281
2024-02-13,100000.0,0.0,0.0,100000.0,0.0,494.0799865722656
2024-02-14,100000.0,0.0,0.0,100000.0,0.0,498.57000732421875
2024-02-15,100000.0,0.0,0.0,100000.0,0.0,502.010009765625
2024-02-16,100000.0,0.0,0.0,100000.0,0.0,499.510009765625
2024-02-20,100000.0,0.0,0.0,100000.0,0.0,496.760009765625
2024-02-21,100000.0,0.0,0.0,100000.0,0.0,497.2099914550781
2024-02-22,100000.0,0.0,0.0,100000.0,0.0,507.5
2024-02-23,100000.0,0.0,0.0,100000.0,0.0,507.8500061035156
2024-02-26,100000.0,0.0,0.0,100000.0,0.0,505.989990234375
2024-02-27,100000.0,0.0,0.0,100000.0,0.0,506.92999267578125
2024-02-28,100000.0,0.0,0.0,100000.0,0.0,506.260009765625
2024-02-29,100000.0,0.0,0.0,100000.0,0.0,508.0799865722656
2024-03-01,100000.0,0.0,0.0,100000.0,0.0,512.8499755859375
2024-03-04,100000.0,0.0,0.0,100000.0,0.0,512.2999877929688
2024-03-05,100000.0,0.0,0.0,100000.0,0.0,507.17999267578125
2024-03-06,100000.0,0.0,0.0,100000.0,0.0,509.75
2024-03-07,100000.0,0.0,0.0,100000.0,0.0,514.8099975585938
2024-03-08,100000.0,0.0,0.0,100000.0,0.0,511.7200012207031
2024-03-11,100000.0,0.0,0.0,100000.0,0.0,511.2799987792969
2024-03-12,100000.0,0.0,0.0,100000.0,0.0,516.780029296875
2024-03-13,100000.0,0.0,0.0,100000.0,0.0,515.969970703125
2024-03-14,100000.0,0.0,0.0,100000.0,0.0,514.9500122070312
2024-03-15,100000.0,0.0,0.0,100000.0,0.0,509.8299865722656
2024-03-18,100000.0,0.0,0.0,100000.0,0.0,512.8599853515625
2024-03-19,100000.0,0.0,0.0,100000.0,0.0,515.7100219726562
2024-03-20,100000.0,0.0,0.0,100000.0,0.0,520.47998046875
2024-03-21,100000.0,0.0,0.0,100000.0,0.0,522.2000122070312
2024-03-22,100000.0,0.0,0.0,100000.0,0.0,521.2100219726562
2024-03-25,100000.0,0.0,0.0,100000.0,0.0,519.77001953125
2024-03-26,100000.0,0.0,0.0,100000.0,0.0,518.8099975585938
2024-03-27,100000.0,0.0,0.0,100000.0,0.0,523.1699829101562
2024-03-28,100000.0,0.0,0.0,100000.0,0.0,523.0700073242188
2024-04-01,100000.0,0.0,0.0,100000.0,0.0,522.1599731445312
2024-04-02,100000.0,0.0,0.0,100000.0,0.0,518.8400268554688
2024-04-03,100000.0,0.0,0.0,100000.0,0.0,519.4099731445312
2024-04-04,100000.0,0.0,0.0,100000.0,0.0,513.0700073242188
2024-04-05,100000.0,0.0,0.0,100000.0,0.0,518.4299926757812
2024-04-08,100000.0,0.0,0.0,100000.0,0.0,518.719970703125
2024-04-09,100000.0,0.0,0.0,100000.0,0.0,519.3200073242188
2024-04-10,100000.0,0.0,0.0,100000.0,0.0,514.1199951171875
2024-04-11,100000.0,0.0,0.0,100000.0,0.0,518.0
2024-04-12,100000.0,0.0,0.0,100000.0,0.0,510.8500061035156
2024-04-15,100000.0,0.0,0.0,100000.0,0.0,504.45001220703125
2024-04-16,99717.80287599053,-0.0028219712400947175,-0.0038219712400947175,0.0,198.0374617554773,503.5299987792969
2024-04-17,99127.64906425467,-0.005918239218224408,-0.005918239218224408,0.0,198.0374617554773,500.54998779296875
2024-04-18,98923.67072039148,-0.002057734101319872,-0.002057734101319872,0.0,198.0374617554773,499.5199890136719
2024-04-19,98060.23028807699,-0.008728350111016605,-0.008728350111016605,0.0,198.0374617554773,495.1600036621094
2024-04-22,98963.28063019206,0.009209139520294188,0.009209139520294188,0.0,198.0374617554773,499.7200012207031
2024-04-23,100137.64132793235,0.011866630635747168,0.011866630635747168,0.0,198.0374617554773,505.6499938964844
2024-04-24,100090.11427107062,-0.0004746172990642417,-0.0004746172990642417,0.0,198.0374617554773,505.4100036621094
2024-04-25,99709.87968530567,-0.003798922486342383,-0.003798922486342383,0.0,198.0374617554773,503.489990234375
2024-04-26,100654.52224579848,0.009473911346339944,0.009473911346339944,0.0,198.0374617554773,508.260009765625
2024-04-29,101010.98725950885,0.0035414704253415104,0.0035414704253415104,0.0,198.0374617554773,510.05999755859375
2024-04-30,99410.84722771903,-0.01584124732568823,-0.01584124732568823,0.0,198.0374617554773,501.9800109863281
2024-05-01,99088.0451980778,-0.003247150976409955,-0.003247150976409955,0.0,198.0374617554773,500.3500061035156
2024-05-02,100014.85906862374,0.009353437830903153,0.009353437830903153,0.0,198.0374617554773,505.0299987792969
2024-05-03,101254.57551317262,0.012395322615995097,0.012395322615995097,0.0,198.0374617554773,511.2900085449219
2024-05-06,102300.2130694966,0.010326817835387143,0.010326817835387143,0.0,198.0374617554773,516.5700073242188
2024-05-07,102413.09587316691,0.0011034464179817448,0.0011034464179817448,0.0,198.0374617554773,517.1400146484375
2024-05-08,102422.9953288052,9.666200942266922e-05,9.666200942266922e-05,0.0,198.0374617554773,517.1900024414062
2024-05-09,103013.14309691735,0.00576186789126421,0.00576186789126421,0.0,198.0374617554773,520.1699829101562
2024-05-10,103145.83689911166,0.0012881249732324387,0.0012881249732324387,0.0,198.0374617554773,520.8400268554688
2024-05-13,103159.68888465682,0.0001342951490975672,0.0001342951490975672,0.0,198.0374617554773,520.9099731445312
2024-05-14,103633.00131919178,0.004588152985457105,0.004588152985457105,0.0,198.0374617554773,523.2999877929688
2024-05-15,104916.29229069552,0.012383033929039418,0.012383033929039418,0.0,198.0374617554773,529.780029296875
2024-05-16,104700.42613899319,-0.0020575083906341244,-0.0020575083906341244,0.0,198.0374617554773,528.6900024414062
2024-05-17,104850.93654388694,0.0014375338328990435,0.0014375338328990435,0.0,198.0374617554773,529.4500122070312
2024-05-20,104971.7364946184,0.001152111318346593,0.001152111318346593,0.0,198.0374617554773,530.0599975585938
2024-05-21,105229.18277745103,0.0024525295229905477,0.0024525295229905477,0.0,198.0374617554773,531.3599853515625
2024-05-22,104926.19174633382,-0.0028793441431357353,-0.0028793441431357353,0.0,198.0374617554773,529.8300170898438
2024-05-23,104159.78773631991,-0.00730422020715994,-0.00730422020715994,0.0,198.0374617554773,525.9600219726562
2024-05-24,104848.9542353098,0.006616435324681227,0.006616435324681227,0.0,198.0374617554773,529.4400024414062
2024-05-28,104922.22712917953,0.0006988423909817509,0.0006988423909817509,0.0,198.0374617554773,529.8099975585938
2024-05-29,104187.50379465763,-0.007002551838871213,-0.007002551838871213,0.0,198.0374617554773,526.0999755859375
2024-05-30,103496.35498709061,-0.006633701570672049,-0.006633701570672049,0.0,198.0374617554773,522.6099853515625
2024-05-31,104439.01523900627,0.009108149287317792,0.009108149287317792,0.0,198.0374617554773,527.3699951171875
2024-06-03,104524.16989709143,0.0008153529396105738,0.0008153529396105738,0.0,198.0374617554773,527.7999877929688
2024-06-04,104641.01731791603,0.001117898577330446,0.001117898577330446,0.0,198.0374617554773,528.3900146484375
2024-06-05,105884.68629237177,0.011885100186643571,0.011885100186643571,0.0,198.0374617554773,534.6699829101562
2024-06-06,105882.70398379462,-1.8721390661496773e-05,-1.8721390661496773e-05,0.0,198.0374617554773,534.6599731445312
2024-06-07,105753.98688600202,-0.001215657448758581,-0.001215657448758581,0.0,198.0374617554773,534.010009765625
2024-06-10,106080.7414455501,0.003089761144421945,0.003089761144421945,0.0,198.0374617554773,535.6599731445312
2024-06-11,106336.21750705302,0.0024083170801936305,0.0024083170801936305,0.0,198.0374617554773,536.9500122070312
2024-06-12,107209.5573950058,0.00821300501773871,0.00821300501773871,0.0,198.0374617554773,541.3599853515625
2024-06-13,107425.42354670815,0.0020134972753128697,0.0020134972753128697,0.0,198.0374617554773,542.4500122070312
2024-06-14,107490.77929351672,0.0006083824913211708,0.0006083824913211708,0.0,198.0374617554773,542.780029296875
2024-06-17,108346.29049152265,0.007958926371441145,0.007958926371441145,0.0,198.0374617554773,547.0999755859375
2024-06-18,108621.56546430216,0.002540695869980339,0.002540695869980339,0.0,198.0374617554773,548.489990234375
2024-06-20,108326.49158024607,-0.0027165313148893536,-0.0027165313148893536,0.0,198.0374617554773,547.0
2024-06-21,107833.38023443453,-0.004552084523537406,-0.004552084523537406,0.0,198.0374617554773,544.510009765625
2024-06-24,107482.85005920815,-0.003250664817001087,-0.003250664817001087,0.0,198.0374617554773,542.739990234375
2024-06-25,107896.75367266597,0.003850880519355567,0.003850880519355567,0.0,198.0374617554773,544.8300170898438
2024-06-26,108031.41769619001,0.0012480822540089911,0.0012480822540089911,0.0,198.0374617554773,545.510009765625
2024-06-27,108201.72701236034,0.0015764795075565827,0.0015764795075565827,0.0,198.0374617554773,546.3699951171875
2024-06-28,107775.94163468709,-0.003935107039692745,-0.003935107039692745,0.0,198.0374617554773,544.219970703125
2024-07-01,107997.75471212085,0.0020580945438232485,0.0020580945438232485,0.0,198.0374617554773,545.3400268554688
2024-07-02,108724.54881233418,0.006729714910746754,0.006729714910746754,0.0,198.0374617554773,549.010009765625
2024-07-03,109209.74301108457,0.004462600250361798,0.004462600250361798,0.0,198.0374617554773,551.4600219726562
2024-07-05,109839.5006889973,0.005766497205737472,0.005766497205737472,0.0,198.0374617554773,554.6400146484375
2024-07-08,109966.2475654602,0.0011539280101224773,0.0011539280101224773,0.0,198.0374617554773,555.280029296875
2024-07-09,110073.18344339909,0.0009724427295314367,0.0009724427295314367,0.0,198.0374617554773,555.8200073242188
2024-07-10,111162.38948305421,0.00989528971164177,0.00989528971164177,0.0,198.0374617554773,561.3200073242188
2024-07-11,110203.88284976884,-0.008622580332635719,-0.008622580332635719,0.0,198.0374617554773,556.47998046875
2024-07-12,110898.99627449014,0.006307522083127427,0.006307522083127427,0.0,198.0374617554773,559.989990234375
2024-07-15,111203.98170143193,0.0027501189116888322,0.0027501189116888322,0.0,198.0374617554773,561.530029296875
2024-07-16,111863.43774625953,0.005930147776526161,0.005930147776526161,0.0,198.0374617554773,564.8599853515625
2024-07-17,110294.98443358543,-0.01402114349669668,-0.01402114349669668,0.0,198.0374617554773,556.9400024414062
2024-07-18,109447.37829539321,-0.007684901925006468,-0.007684901925006468,0.0,198.0374617554773,552.6599731445312
2024-07-19,108720.5841951799,-0.006640580263619777,-0.006640580263619777,0.0,198.0374617554773,548.989990234375
2024-07-22,109841.48299757445,0.01030990415193383,0.01030990415193383,0.0,198.0374617554773,554.6500244140625
2024-07-23,109669.19137282697,-0.001568547875043559,-0.001568547875043559,0.0,198.0374617554773,553.780029296875
2024-07-24,107183.8115579978,-0.022662516096977232,-0.022662516096977232,0.0,198.0374617554773,541.22998046875
2024-07-25,106625.34446537767,-0.005210367913795883,-0.005210367913795883,0.0,198.0374617554773,538.4099731445312
2024-07-26,107819.51616164195,0.01119969836676159,0.01119969836676159,0.0,198.0374617554773,544.4400024414062
2024-07-29,107882.8895998734,0.0005877733502015948,0.0005877733502015948,0.0,198.0374617554773,544.760009765625
2024-07-30,107336.30427146869,-0.005066469116946473,-0.005066469116946473,0.0,198.0374617554773,542.0
2024-07-31,109081.01382604455,0.01625460804168594,0.01625460804168594,0.0,198.0374617554773,550.8099975585938
2024-08-01,107536.32404180132,-0.014160940846283387,-0.014160940846283387,0.0,198.0374617554773,543.010009765625
2024-08-02,105534.16820439282,-0.01861841433811914,-0.01861841433811914,0.0,198.0374617554773,532.9000244140625
2024-08-05,102460.62293002864,-0.029123698292779502,-0.029123698292779502,0.0,198.0374617554773,517.3800048828125
2024-08-06,103405.26549052144,0.00921956682947276,0.00921956682947276,0.0,198.0374617554773,522.1500244140625
2024-08-07,102714.10459570699,-0.006684000969736027,-0.006684000969736027,0.0,198.0374617554773,518.6599731445312
2024-08-08,105088.583915443,0.023117363765007747,0.023117363765007747,0.0,198.0374617554773,530.6500244140625
2024-08-09,105551.98480709226,0.004409621620005125,0.004409621620005125,0.0,198.0374617554773,532.989990234375
2024-08-12,105607.44109826256,0.0005253931631096131,0.0005253931631096131,0.0,198.0374617554773,533.27001953125
2024-08-13,107344.22141852984,0.01644562449582782,0.01644562449582782,0.0,198.0374617554773,542.0399780273438
2024-08-14,107682.86982954078,0.0031547893918813896,0.0031547893918813896,0.0,198.0374617554773,543.75
2024-08-15,109528.58042357152,0.01714024335488504,0.01714024335488504,0.0,198.0374617554773,553.0700073242188
2024-08-16,109774.14494218872,0.0022420131591914297,0.0022420131591914297,0.0,198.0374617554773,554.3099975585938
2024-08-19,110823.74107204327,0.009561414761256415,0.009561414761256415,0.0,198.0374617554773,559.6099853515625
2024-08-20,110643.53230023466,-0.001626084538072604,-0.001626084538072604,0.0,198.0374617554773,558.7000122070312
2024-08-21,111023.7608423759,0.00343651846824156,0.00343651846824156,0.0,198.0374617554773,560.6199951171875
2024-08-22,110152.39117575283,-0.00784849711459676,-0.00784849711459676,0.0,198.0374617554773,556.219970703125
2024-08-23,111322.79934358624,0.010625354160183256,0.010625354160183256,0.0,198.0374617554773,562.1300048828125
2024-08-26,111057.42382644504,-0.002383837980233959,-0.002383837980233959,0.0,198.0374617554773,560.7899780273438
2024-08-27,111209.91653991594,0.0013730978823100343,0.0013730978823100343,0.0,198.0374617554773,561.5599975585938
2024-08-28,110564.3124806335,-0.0058052742000819675,-0.0058052742000819675,0.0,198.0374617554773,558.2999877929688
2024-08-29,110574.21193627178,8.953572284019066e-05,8.953572284019066e-05,0.0,198.0374617554773,558.3499755859375
2024-08-30,111629.75499185776,0.009546014727143875,0.009546014727143875,0.0,198.0374617554773,563.6799926757812
2024-09-03,109332.52527039318,-0.02057900889984162,-0.02057900889984162,0.0,198.0374617554773,552.0800170898438
2024-09-04,109108.7419716297,-0.0020468135919300425,-0.0020468135919300425,0.0,198.0374617554773,550.9500122070312
2024-09-05,108843.3664544885,-0.0024322113182297296,-0.0024322113182297296,0.0,198.0374617554773,549.6099853515625
2024-09-06,107011.51993325033,-0.016830116348929124,-0.016830116348929124,0.0,198.0374617554773,540.3599853515625
2024-09-09,108209.64415942148,0.011196217256969189,0.011196217256969189,0.0,198.0374617554773,546.4099731445312
2024-09-10,108680.97428537931,0.004355712742788758,0.004355712742788758,0.0,198.0374617554773,548.7899780273438
2024-09-11,109795.92616204244,0.010258942597767228,0.010258942597767228,0.0,198.0374617554773,554.4199829101562
2024-09-12,110720.76981125867,0.008423296578884881,0.008423296578884881,0.0,198.0374617554773,559.0900268554688
2024-09-13,111299.03581515538,0.005222741901835242,0.005222741901835242,0.0,198.0374617554773,562.010009765625
2024-09-16,111463.41029284171,0.0014768724318449918,0.0014768724318449918,0.0,198.0374617554773,562.8400268554688
2024-09-17,111508.95504112629,0.00040860716682649745,0.00040860716682649745,0.0,198.0374617554773,563.0700073242188
2024-09-18,111178.23586442393,-0.002965853070548342,-0.002965853070548342,0.0,198.0374617554773,561.4000244140625
2024-09-19,113075.42604522326,0.017064402632839506,0.017064402632839506,0.0,198.0374617554773,570.97998046875
2024-09-20,112534.78764254997,-0.004781219240837196,-0.004781219240837196,0.0,198.0374617554773,568.25
2024-09-23,112815.99745381347,0.0024988700574681013,0.0024988700574681013,0.0,198.0374617554773,569.6699829101562
2024-09-24,113138.7994834547,0.0028613143253321226,0.0028613143253321226,0.0,198.0374617554773,571.2999877929688
2024-09-25,112889.27034768321,-0.0022055133774685274,-0.0022055133774685274,0.0,198.0374617554773,570.0399780273438
2024-09-26,113336.83694521018,0.003964651345061608,0.003964651345061608,0.0,198.0374617554773,572.2999877929688
2024-09-27,113172.46246752384,-0.0014503182029492676,-0.0014503182029492676,0.0,198.0374617554773,571.469970703125
2024-09-30,113625.97599078224,0.004007278037168633,0.004007278037168633,0.0,198.0374617554773,573.760009765625
2024-10-01,112608.06053641971,-0.008958474904058124,-0.008958474904058124,0.0,198.0374617554773,568.6199951171875
2024-10-02,112655.58759328144,0.0004220573255176154,0.0004220573255176154,0.0,198.0374617554773,568.8599853515625
2024-10-03,112449.63298446481,-0.0018281792604924207,-0.0018281792604924207,0.0,198.0374617554773,567.8200073242188
2024-10-04,113471.50096873421,0.009087339434985705,0.009087339434985705,0.0,198.0374617554773,572.97998046875
2024-10-07,112445.66836731053,-0.009040442689714111,-0.009040442689714111,0.0,198.0374617554773,567.7999877929688
2024-10-08,113509.12856995764,0.0094575470810779,0.0094575470810779,0.0,198.0374617554773,573.1699829101562
2024-10-09,114295.34357849555,0.006926447400689477,0.006926447400689477,0.0,198.0374617554773,577.1400146484375
2024-10-10,114095.32380816292,-0.001750025539712888,-0.001750025539712888,0.0,198.0374617554773,576.1300048828125
2024-10-11,114778.55546866881,0.00598825295990795,0.00598825295990795,0.0,198.0374617554773,579.5800170898438
2024-10-14,115717.25110343019,0.008178318945803517,0.008178318945803517,0.0,198.0374617554773,584.3200073242188
2024-10-15,114818.16537846939,-0.007769677523338116,-0.007769677523338116,0.0,198.0374617554773,579.780029296875
2024-10-16,115317.21156276495,0.00434640444437145,0.00434640444437145,0.0,198.0374617554773,582.2999877929688
2024-10-17,115327.11101840323,8.584543021918415e-05,8.584543021918415e-05,0.0,198.0374617554773,582.3499755859375
2024-10-18,115770.72508602333,0.0038465722734467326,0.0038465722734467326,0.0,198.0374617554773,584.5900268554688
2024-10-21,115580.604771329,-0.001642214079190237,-0.001642214079190237,0.0,198.0374617554773,583.6300048828125
2024-10-22,115519.21364167471,-0.0005311542518379561,-0.0005311542518379561,0.0,198.0374617554773,583.3200073242188
2024-10-23,114463.67058608873,-0.00913738089371118,-0.00913738089371118,0.0,198.0374617554773,577.989990234375
2024-10-24,114711.21741328308,0.0021626672107126987,0.0021626672107126987,0.0,198.0374617554773,579.239990234375
2024-10-25,114671.6075034825,-0.00034530110213958125,-0.00034530110213958125,0.0,198.0374617554773,579.0399780273438
2024-10-28,115026.10229586315,0.0030913911481521778,0.0030913911481521778,0.0,198.0374617554773,580.8300170898438
2024-10-29,115212.2579934032,0.0016183778622805717,0.0016183778622805717,0.0,198.0374617554773,581.77001953125
2024-10-30,114863.71012675397,-0.003025267213052836,-0.003025267213052836,0.0,198.0374617554773,580.010009765625
2024-10-31,112612.025153574,-0.019603101542647394,-0.019603101542647394,0.0,198.0374617554773,568.6400146484375
2024-11-01,113087.30780943869,0.004220532001058751,0.004220532001058751,0.0,198.0374617554773,571.0399780273438
2024-11-04,112843.72559939862,-0.0021539305759274508,-0.0021539305759274508,0.0,198.0374617554773,569.8099975585938
2024-11-05,114208.20661183324,0.012091775640930254,0.012091775640930254,0.0,198.0374617554773,576.7000122070312
2024-11-06,117048.05704454823,0.02486555491031365,0.02486555491031365,0.0,198.0374617554773,591.0399780273438
2024-11-07,117953.08969524044,0.00773214586849366,0.00773214586849366,0.0,198.0374617554773,595.6099853515625
2024-11-08,118464.02973099887,0.004331722357409691,0.004331722357409691,0.0,198.0374617554773,598.1900024414062
2024-11-11,118576.91253466917,0.0009528867448341316,0.0009528867448341316,0.0,198.0374617554773,598.760009765625
2024-11-12,118208.56575674337,-0.0031063954192441135,-0.0031063954192441135,0.0,198.0374617554773,596.9000244140625
2024-11-13,118265.99226924338,0.00048580669372289795,0.00048580669372289795,0.0,198.0374617554773,597.1900024414062
2024-11-14,117505.52309771348,-0.006430159312396584,-0.006430159312396584,0.0,198.0374617554773,593.3499755859375
2024-11-15,116000.44322327082,-0.012808588351979726,-0.012808588351979726,0.0,198.0374617554773,585.75
2024-11-18,116475.73796638293,0.004097352819568926,0.004097352819568926,0.0,198.0374617554773,588.1500244140625
2024-11-19,116901.51125680876,0.0036554676352316064,0.0036554676352316064,0.0,198.0374617554773,590.2999877929688
2024-11-20,116941.12116660934,0.000338831460557981,0.000338831460557981,0.0,198.0374617554773,590.5
2024-11-21,117568.89653594492,0.0053683029807895175,0.0053683029807895175,0.0,198.0374617554773,593.6699829101562
2024-11-22,117933.29078396386,0.003099410292649429,0.003099410292649429,0.0,198.0374617554773,595.510009765625
2024-11-25,118333.3303246291,0.0033920832532185617,0.0033920832532185617,0.0,198.0374617554773,597.530029296875
2024-11-26,118951.20623832641,0.0052214867273849466,0.0052214867273849466,0.0,198.0374617554773,600.6500244140625
2024-11-27,118590.77660746175,-0.003030062848984608,-0.003030062848984608,0.0,198.0374617554773,598.8300170898438
2024-11-29,119327.47016331337,0.006212064520751773,0.006212064520751773,0.0,198.0374617554773,602.5499877929688
2024-12-02,119541.35400643856,0.0017924107737511635,0.0017924107737511635,0.0,198.0374617554773,603.6300048828125
2024-12-03,119596.79821036143,0.00046380772899634414,0.00046380772899634414,0.0,198.0374617554773,603.9099731445312
2024-12-04,120339.43869194447,0.006209534809425126,0.006209534809425126,0.0,198.0374617554773,607.6599731445312
2024-12-05,120141.40123018899,-0.0016456571836140181,-0.0016456571836140181,0.0,198.0374617554773,606.6599731445312
2024-12-06,120369.14914610676,0.0018956655539701366,0.0018956655539701366,0.0,198.0374617554773,607.8099975585938
2024-12-09,119749.29092383232,-0.0051496436310440865,-0.0051496436310440865,0.0,198.0374617554773,604.6799926757812
2024-12-10,119376.97952875223,-0.003109090602606599,-0.003109090602606599,0.0,198.0374617554773,602.7999877929688
2024-12-11,120299.84086939131,0.007730647435394412,0.007730647435394412,0.0,198.0374617554773,607.4600219726562
2024-12-12,119679.98264711688,-0.005152610492206765,-0.005152610492206765,0.0,198.0374617554773,604.3300170898438
2024-12-13,119656.21911868601,-0.00019855892276431563,-0.00019855892276431563,0.0,198.0374617554773,604.2100219726562
2024-12-16,120167.147067197,0.004269965675617764,0.004269965675617764,0.0,198.0374617554773,606.7899780273438
2024-12-17,119672.05341280831,-0.004120041679210694,-0.004120041679210694,0.0,198.0374617554773,604.2899780273438
2024-12-18,116105.40887988,-0.029803487374159016,-0.029803487374159016,0.0,198.0374617554773,586.280029296875
2024-12-19,116069.75149998628,-0.0003071121340316481,-0.0003071121340316481,0.0,198.0374617554773,586.0999755859375
2024-12-20,117069.85035164937,0.008616360754965585,0.008616360754965585,0.0,198.0374617554773,591.1500244140625
2024-12-23,117770.89861485468,0.0059882904189211715,0.0059882904189211715,0.0,198.0374617554773,594.6900024414062
2024-12-24,119079.92333611901,0.011115010046286764,0.011115010046286764,0.0,198.0374617554773,601.2999877929688
2024-12-26,119087.85257042758,6.65874992729687e-05,6.65874992729687e-05,0.0,198.0374617554773,601.3400268554688
2024-12-27,117834.27205308613,-0.010526518786625179,-0.010526518786625179,0.0,198.0374617554773,595.010009765625
2024-12-30,116489.5899519281,-0.011411638377604035,-0.011411638377604035,0.0,198.0374617554773,588.219970703125
2024-12-31,116065.79897007941,-0.0036380159121820834,-0.0036380159121820834,0.0,198.0374617554773,586.0800170898438
2025-01-02,115780.62454166163,-0.0024570065510107677,-0.0024570065510107677,0.0,198.0374617554773,584.6400146484375
2025-01-03,117228.27790360426,0.012503416419400303,0.012503416419400303,0.0,198.0374617554773,591.9500122070312
2025-01-06,117903.58032980158,0.005760576187535687,0.005760576187535687,0.0,198.0374617554773,595.3599853515625
2025-01-07,116570.79208010639,-0.011304052395755066,-0.011304052395755066,0.0,198.0374617554773,588.6300048828125
2025-01-08,116741.10139627672,0.0014609947580462017,0.0014609947580462017,0.0,198.0374617554773,589.489990234375
2025-01-10,114958.76424047742,-0.01526743481500286,-0.01526743481500286,0.0,198.0374617554773,580.489990234375
2025-01-13,115137.00279095632,0.0015504563889191462,0.0015504563889191462,0.0,198.0374617554773,581.3900146484375
2025-01-14,115295.43034291122,0.0013759916283606905,0.0013759916283606905,0.0,198.0374617554773,582.1900024414062
2025-01-15,117392.6523812906,0.018189984044830104,0.018189984044830104,0.0,198.0374617554773,592.780029296875
2025-01-16,117166.88677394997,-0.001923166422778658,-0.001923166422778658,0.0,198.0374617554773,591.6400146484375
2025-01-17,118343.2297802674,0.010039892999691534,0.010039892999691534,0.0,198.0374617554773,597.5800170898438
2025-01-21,119426.4888941911,0.009153536843087983,0.009153536843087983,0.0,198.0374617554773,603.0499877929688
2025-01-22,120097.83879048155,0.005621448830210865,0.005621448830210865,0.0,198.0374617554773,606.4400024414062
2025-01-23,120753.34230540229,0.005458079192118586,0.005458079192118586,0.0,198.0374617554773,609.75
2025-01-24,120400.82982159877,-0.0029192772396473944,-0.0029192772396473944,0.0,198.0374617554773,607.969970703125
2025-01-27,118697.71248540064,-0.014145395332587744,-0.014145395332587744,0.0,198.0374617554773,599.3699951171875
2025-01-28,119717.61024834031,0.008592396109277272,0.008592396109277272,0.0,198.0374617554773,604.52001953125
2025-01-29,119180.9243755739,-0.004482931722852761,-0.004482931722852761,0.0,198.0374617554773,601.8099975585938
2025-01-30,119820.58150912491,0.005367110021191499,0.005367110021191499,0.0,198.0374617554773,605.0399780273438
2025-01-31,119182.90668415104,-0.005321913956203859,-0.005321913956203859,0.0,198.0374617554773,601.8200073242188
2025-02-03,118380.85738149085,-0.006729566554251922,-0.006729566554251922,0.0,198.0374617554773,597.77001953125
2025-02-04,119174.98953708989,0.006708281838506165,0.006708281838506165,0.0,198.0374617554773,601.780029296875
2025-02-05,119658.18934001573,0.004054540342757545,0.004054540342757545,0.0,198.0374617554773,604.219970703125
2025-02-06,120074.07526205068,0.003475616038725029,0.003475616038725029,0.0,198.0374617554773,606.3200073242188
2025-02-07,118974.96976675728,-0.009153562023231986,-0.009153562023231986,0.0,198.0374617554773,600.77001953125
2025-02-10,119782.95390790148,0.006791211149103073,0.006791211149103073,0.0,198.0374617554773,604.8499755859375
2025-02-11,119874.05549171807,0.0007605554951219298,0.0007605554951219298,0.0,198.0374617554773,605.3099975585938
2025-02-12,119487.8800238454,-0.0032215099947073395,-0.0032215099947073395,0.0,198.0374617554773,603.3599853515625
2025-02-13,120749.377688248,0.010557536581541611,0.010557536581541611,0.0,198.0374617554773,609.72998046875
2025-02-14,120743.44284976399,-4.91500544154763e-05,-4.91500544154763e-05,0.0,198.0374617554773,609.7000122070312
2025-02-18,121097.92555489723,0.0029358340027980444,0.0029358340027980444,0.0,198.0374617554773,611.489990234375
2025-02-19,121383.09998331501,0.0023549076262954316,0.0023549076262954316,0.0,198.0374617554773,612.9299926757812
2025-02-20,120878.10687328802,-0.0041603247082699695,-0.0041603247082699695,0.0,198.0374617554773,610.3800048828125
2025-02-21,118810.59528907095,-0.01710410294880257,-0.01710410294880257,0.0,198.0374617554773,599.9400024414062
2025-02-24,118269.95688639766,-0.004550422471648172,-0.004550422471648172,0.0,198.0374617554773,597.2100219726562
2025-02-25,117681.77933961524,-0.004973177992678088,-0.004973177992678088,0.0,198.0374617554773,594.239990234375
2025-02-26,117741.1881606924,0.0005048259926943506,0.0005048259926943506,0.0,198.0374617554773,594.5399780273438
2025-02-27,115861.8145825925,-0.01596190430433691,-0.01596190430433691,0.0,198.0374617554773,585.0499877929688
2025-02-28,117669.89757539981,0.015605512474676536,0.015605512474676536,0.0,198.0374617554773,594.1799926757812
2025-03-03,115608.33291691415,-0.017519898469909534,-0.017519898469909534,0.0,198.0374617554773,583.77001953125
2025-03-04,114239.88728732525,-0.011836911709230992,-0.011836911709230992,0.0,198.0374617554773,576.8599853515625
2025-03-05,115467.7219676587,0.01074786319812545,0.01074786319812545,0.0,198.0374617554773,583.0599975585938
2025-03-06,113418.03907338847,-0.017751133038238352,-0.017751133038238352,0.0,198.0374617554773,572.7100219726562
2025-03-07,114053.73158978521,0.005604862520902929,0.005604862520902929,0.0,198.0374617554773,575.9199829101562
2025-03-10,111015.84369531475,-0.026635585281828165,-0.026635585281828165,0.0,198.0374617554773,560.5800170898438
2025-03-11,110092.98235467567,-0.00831287958475451,-0.00831287958475451,0.0,198.0374617554773,555.9199829101562
2025-03-12,110677.1952843038,0.005306541044969003,0.005306541044969003,0.0,198.0374617554773,558.8699951171875
2025-03-13,109201.813776776,-0.013330492372325541,-0.013330492372325541,0.0,198.0374617554773,551.4199829101562
