Date,ppo_agent,buy_and_hold,moving_average,random
2024-04-17,98923.67072039148,105579.2818086758,105579.2818086758,103113.31125271873
2024-04-18,98060.23028807699,104657.74887257999,104657.74887257999,103010.19794146602
2024-04-19,98963.28063019206,105621.5566838275,105621.5566838275,103854.87439309579
2024-04-22,100137.64132793235,106874.92868416711,106874.92868416711,105087.28182724057
2024-04-23,100090.11427107062,106824.20399417735,106824.20399417735,105037.40558537372
2024-04-24,99709.87968530567,106418.38712353825,106418.38712353825,104638.3766233884
2024-04-25,100654.52224579848,107426.58548876713,106311.96873641471,104533.738246765
2024-04-26,101010.98725950885,107807.03356417101,106311.96873641471,104533.738246765
2024-04-29,99410.84722771903,106099.23568203222,106311.96873641471,102774.91565187392
2024-04-30,99088.0451980778,105754.71544529096,106311.96873641471,102441.18998416449
2024-05-01,100014.85906862374,106743.88560153334,106311.96873641471,102338.74879418033
2024-05-02,101254.57551317262,108067.01050084922,106311.96873641471,103503.66333099987
2024-05-03,102300.2130694966,109182.99883230634,106311.96873641471,103400.15966766888
2024-05-06,102413.09587316691,109303.47642127237,106311.96873641471,103400.15966766888
2024-05-07,102422.9953288052,109314.04191494013,106311.96873641471,103400.15966766888
2024-05-08,103013.14309691735,109943.89498311412,106311.96873641471,103400.15966766888
2024-05-09,103145.83689911166,110085.51645989633,106311.96873641471,103400.15966766888
2024-05-10,103159.68888465682,110100.30041074278,106311.96873641471,103310.63176172064
2024-05-13,103633.00131919178,110605.45743277206,106311.96873641471,103207.32112995892
2024-05-14,104916.29229069552,111975.08856489901,106311.96873641471,103207.32112995892
2024-05-15,104700.42613899319,111744.69888063472,106311.96873641471,102891.9762295584
2024-05-16,104850.93654388694,111905.33566592276,106311.96873641471,102789.08425332884
2024-05-17,104971.7364946184,112034.26306972685,106311.96873641471,102789.08425332884
2024-05-20,105229.18277745103,112309.03040749184,106466.12927640964,102789.08425332884
2024-05-21,104926.19174633382,111985.65405856677,106159.57665063527,102789.08425332884
2024-05-22,104159.78773631991,111167.68618128017,105384.16372568016,101936.25185690317
2024-05-23,104848.9542353098,111903.21998709306,106081.43122921675,102610.70647455478
2024-05-24,104922.22712917953,111981.4227009074,106155.56543025572,102508.09576808022
2024-05-28,104187.50379465763,111197.26698345375,105412.20558034569,102508.09576808022
2024-05-29,103496.35498709061,110459.61749881116,104712.93246661933,102508.09576808022
2024-05-30,104439.01523900627,111465.70018521036,105666.67348783812,102508.09576808022
2024-05-31,104524.16989709143,111556.58407152213,105752.82912068532,102508.09576808022
2024-06-03,104641.01731791603,111681.29301814752,105871.050057908,102508.09576808022
2024-06-04,105884.68629237177,113008.6363746421,107129.33809471139,102508.09576808022
2024-06-05,105882.70398379462,113006.52069581242,107127.33248452161,102403.67049729942
2024-06-06,105753.98688600202,112869.14347717025,106997.10234482116,102279.18271247915
2024-06-07,106080.7414455501,113217.88217109021,107327.69783421194,102176.90352976667
2024-06-10,106336.21750705302,113490.54673050619,107586.17696208392,102176.90352976667
2024-06-11,107209.5573950058,114422.64516026975,108469.78277331285,102176.90352976667
2024-06-12,107425.42354670815,114653.03484453404,108688.18638538069,102280.25381017714
2024-06-13,107490.77929351672,114722.7877435103,108754.31037499101,102342.47932580314
2024-06-14,108346.29049152265,115635.85796428737,109619.87792384242,103157.01558342796
2024-06-17,108621.56546430216,115929.65351103886,109898.38869495127,103419.10618688026
2024-06-18,108326.49158024607,115614.72697695186,109599.84628060556,103138.16494636574
2024-06-20,107833.38023443453,115088.43896758706,109100.93851656953,102668.67130192733
2024-06-21,107482.85005920815,114714.32502819155,108746.28793423192,102334.9298643179
2024-06-24,107896.75367266597,115156.07618773363,109165.05689599008,102729.00945218203
2024-06-25,108031.41769619001,115299.80044286486,109301.30386625986,102857.22370585121
2024-06-26,108201.72701236034,115481.5682154884,109473.61513195423,102754.36648214536
2024-06-27,107775.94163468709,115027.13588344888,109042.82473838786,102247.66703419106
2024-06-28,107997.75471212085,115263.87260420222,109267.24518102502,102458.1023998328
2024-07-01,108724.54881233418,116039.56560633713,110002.58259017598,102355.64429743297
2024-07-02,109209.74301108457,116557.40380086385,110493.48014278334,102709.60420467934
2024-07-03,109839.5006889973,117229.53174418955,111130.64048727891,103301.87885032804
2024-07-05,109966.2475654602,117364.80618448269,111258.87724612003,103198.57697147771
2024-07-08,110073.18344339909,117478.93673695966,111367.07013239384,103195.63274567427
2024-07-09,111162.38948305421,118641.4248509875,112469.07955569061,104216.7834286689
2024-07-10,110203.88284976884,117618.42963443151,111499.30588228407,103318.1658415463
2024-07-11,110898.99627449014,118360.31047673346,112202.59021638996,103969.84745418008
2024-07-12,111203.98170143193,118685.81540496889,112511.16068168453,104255.77689790924
2024-07-15,111863.43774625953,119389.63982929786,113178.36849103539,104874.02906147037
2024-07-16,110294.98443358543,117715.66055723233,111591.47834570057,104769.1550324089
2024-07-17,109447.37829539321,116811.02725081267,110733.90877894739,104769.1550324089
2024-07-18,108720.5841951799,116035.33424867775,109998.57136979644,103969.3536222153
2024-07-19,109841.48299757445,117231.64742301923,111132.64609746869,105041.26769279887
2024-07-22,109669.19137282697,117047.763971566,110958.32922158454,104876.50543556744
2024-07-23,107183.8115579978,114395.16713644519,108443.73429950667,102499.73994293917
2024-07-24,106625.34446537767,113799.12622810414,107878.70254586032,102397.24020299622
2024-07-25,107819.51616164195,115073.64211625994,109086.91147457156,102397.24020299622
2024-07-26,107882.8895998734,115141.27933640651,109151.0298539921,102397.24020299622
2024-07-29,107336.30427146869,114557.9196005629,108598.01953215395,101776.56930009936
2024-07-30,109081.01382604455,116420.01368174101,110363.23777375247,101674.79273079926
2024-07-31,107536.32404180132,114771.39675467038,108800.39049203404,101674.79273079926
2024-08-01,105534.16820439282,112634.53533572727,106774.6997417042,101674.79273079926
2024-08-02,102460.62293002864,109354.20111126213,103665.0256011247,101674.79273079926
2024-08-05,103405.26549052144,110362.39947649102,104620.77223253326,101674.79273079926
2024-08-06,102714.10459570699,109624.73709136776,103921.48688947648,101674.79273079926
2024-08-07,105088.583915443,112158.97201635223,106323.87770490098,101674.79273079926
2024-08-08,105551.98480709226,112653.5506442331,106792.72577475129,101674.79273079926
2024-08-09,105607.44109826256,112712.7380495416,106685.93304897654,101674.79273079926
2024-08-12,107344.22141852984,114566.36941540097,106685.93304897654,101674.79273079926
2024-08-13,107682.86982954078,114927.80218229904,106685.93304897654,101893.5597330398
2024-08-14,109528.58042357152,116897.69267994573,106685.93304897654,103640.04014315961
2024-08-15,109774.14494218872,117159.77884521328,106685.93304897654,103872.40247697971
2024-08-16,110823.74107204327,118279.99208408945,106685.93304897654,104865.56959931027
2024-08-19,110643.53230023466,118087.65881779815,106685.93304897654,104695.04931800865
2024-08-20,111023.7608423759,118493.46923819692,106685.93304897654,104590.35426869064
2024-08-21,110152.39117575283,117563.47358678238,106685.93304897654,104590.35426869064
2024-08-22,111322.79934358624,118812.6271299433,106685.93304897654,105595.96216071
2024-08-23,111057.42382644504,118529.39707685956,106685.93304897654,105344.23849555195
2024-08-26,111209.91653991594,118692.14954097728,106685.93304897654,105488.88644634375
2024-08-27,110564.3124806335,118003.10906749476,106685.93304897654,104876.4945354614
2024-08-28,110574.21193627178,118013.67456116252,106685.93304897654,104771.61804092594
2024-08-29,111629.75499185776,119140.23483652773,106685.93304897654,104771.61804092594
2024-08-30,109332.52527039318,116688.44688349763,106685.93304897654,104771.61804092594
2024-09-03,109108.7419716297,116449.60738439526,106361.09926431299,104452.6128990022
2024-09-04,108843.3664544885,116166.37733131154,106102.40659486297,104198.56207169058
2024-09-05,107011.51993325033,114211.28368499195,104316.69074697005,102444.88814863292
2024-09-06,108209.64415942148,115490.01803032646,105484.64308010119,103591.88337321092
2024-09-09,108680.97428537931,115993.05937352606,105944.10388413371,103488.2914898377
2024-09-10,109795.92616204244,117183.02551137848,107030.97836445294,103488.2914898377
2024-09-11,110720.76981125867,118170.09288927185,107932.53203834493,103488.2914898377
2024-09-12,111299.03581515538,118787.2647849484,108496.23579599276,103924.75534202487
2024-09-13,111463.41029284171,118962.69842156356,108656.47089559882,103820.83058668285
2024-09-16,111508.95504112629,119011.30743272364,108700.86870832884,103820.83058668285
2024-09-17,111178.23586442393,118658.33738114432,108378.47790309896,103820.83058668285
2024-09-18,113075.42604522326,120683.17102595948,110227.89188677174,105486.87857044833
2024-09-19,112534.78764254997,120106.15832660493,109700.86816920579,105381.39169187789
2024-09-20,112815.99745381347,120406.2880093648,109974.99638395208,105381.39169187789
2024-09-23,113138.7994834547,120750.80824610605,110289.66941653383,105577.23805657173
2024-09-24,112889.27034768321,120484.49072317913,110046.42407523908,105471.66081851516
2024-09-25,113336.83694521018,120962.16972138385,110482.71977846819,105783.92936126473
2024-09-26,113172.46246752384,120786.7360847687,110322.48467886215,105630.5090029326
2024-09-27,113625.97599078224,121270.76211946247,110764.57754872162,106053.79982171499
2024-09-30,112608.06053641971,120184.36104041926,109772.29586049278,105103.71951753214
2024-10-01,112655.58759328144,120235.08573040902,109818.6260620996,105148.07931229367
2024-10-02,112449.63298446481,120015.27444029316,109617.85792751709,104955.84977441432
2024-10-03,113471.50096873421,121105.89397651506,110613.99261064049,104850.89392463991
2024-10-04,112445.66836731053,120011.04308263378,109613.99314976353,103799.09243172176
2024-10-07,113509.12856995764,121146.05317283707,110650.67265072238,104780.77723536793
2024-10-08,114295.34357849555,121985.16493793984,111417.0887146885,105506.53577749206
2024-10-09,114095.32380816292,121771.68778383237,111222.10596387734,105401.02924171457
2024-10-10,114778.55546866881,122500.88745363688,111888.13206912273,105401.02924171457
2024-10-11,115717.25110343019,123502.7387823767,112803.1888994342,106156.7694435932
2024-10-14,114818.16537846939,122543.16232878857,111926.7444980814,105331.96557809714
2024-10-15,115317.21156276495,123075.78447416176,112413.22339781189,105789.78090142016
2024-10-16,115327.11101840323,123086.34996782952,112422.8735593368,105683.99112051874
2024-10-17,115770.72508602333,123559.81050885553,112855.31626767137,105984.4217182796
2024-10-18,115580.604771329,123356.8988484158,112669.98367838512,105878.43729656131
2024-10-21,115519.21364167471,123291.37730709891,112610.13853749984,105716.37731489887
2024-10-22,114463.67058608873,122164.8170317337,111581.17680918911,105610.66093758398
2024-10-23,114711.21741328308,122429.01887583094,111822.48976160708,105733.22258944428
2024-10-24,114671.6075034825,122386.74400067925,111783.87733264841,105696.71279115138
2024-10-25,115026.10229586315,122765.08929773413,112129.4450215407,105591.01607836023
2024-10-28,115212.2579934032,122963.76960051447,112310.91283307337,105591.01607836023
2024-10-29,114863.71012675397,122591.77133994865,111971.14231081142,105591.01607836023
2024-10-30,112612.025153574,120188.59239807862,109776.16063824637,105591.01607836023
2024-10-31,113087.30780943869,120695.85219845692,110239.47443717344,105591.01607836023
2024-11-01,112843.72559939862,120435.88171201905,110002.02626250905,105591.01607836023
2024-11-04,114208.20661183324,121892.1653727984,111332.14608412303,105591.01607836023
2024-11-05,117048.05704454823,124923.08170401274,114100.48167586085,108108.37869140583
2024-11-06,117953.08969524044,125889.00519408993,114982.723243844,108000.27031271442
2024-11-07,118464.02973099887,126434.32141244122,115480.7964768352,108000.27031271442
2024-11-08,118576.91253466917,126554.79900140724,115590.83659708087,108000.27031271442
2024-11-11,118208.56575674337,126161.6697535059,115231.7657517691,108000.27031271442
2024-11-12,118265.99226924338,126222.95993716342,115287.74611490083,107944.68482938927
2024-11-13,117505.52309771348,125411.32619588522,114546.42754061488,107836.74014455988
2024-11-14,116000.44322327082,123804.98414396627,113079.24950305728,107836.74014455988
2024-11-15,116475.73796638293,124312.25684482524,113542.57508484337,108170.30673052846
2024-11-18,116901.51125680876,124766.67627638408,113957.62629328686,108062.13642379793
2024-11-19,116941.12116660934,124808.95115153577,113996.23872224553,108062.13642379793
2024-11-20,117568.89653594492,125478.9634160318,114608.20507037696,108062.13642379793
2024-11-21,117933.29078396386,125867.87420675442,114963.42292079417,108062.13642379793
2024-11-22,118333.3303246291,126294.82851496937,115353.38842241648,108062.13642379793
2024-11-25,118951.20623832641,126954.27528579763,115955.70460902299,108517.75505343276
2024-11-26,118590.77660746175,126569.59585273438,115604.35153635935,108188.93943539014
2024-11-27,119327.47016331337,127355.85434853703,116322.49322698289,108861.01610759449
2024-11-29,119541.35400643856,127584.12835397164,116530.99091707253,109056.13976570725
2024-12-02,119596.79821036143,127643.30285879946,116585.03889132747,108947.08362594155
2024-12-03,120339.43869194447,128435.90839109119,117308.97774858135,108947.08362594155
2024-12-04,120141.40123018899,128224.5469158134,117115.92738664699,108947.08362594155
2024-12-05,120369.14914610676,128467.61777257512,117337.94001601511,109044.45724871717
2024-12-06,119749.29092383232,127806.05532291718,116733.69144053181,108935.41279146845
2024-12-09,119376.97952875223,127408.69471735648,116370.75581746647,108488.12600054416
2024-12-10,120299.84086939131,128393.64641642016,117270.37710248168,109326.80945358101
2024-12-11,119679.98264711688,127732.08396676222,116666.1285269984,108763.49098811099
2024-12-12,119656.21911868601,127706.72162176734,116642.96342619498,108741.89502650431
2024-12-13,120167.147067197,128252.02493963797,117141.02487632718,109206.21918576912
2024-12-16,119672.05341280831,127723.62125144347,116658.39897149125,108756.28501109473
2024-12-17,116105.40887988,123917.01191809423,113181.57185065481,105514.96844390612
2024-12-18,116069.75149998628,123878.95550012123,113146.81241659069,105482.56351677504
2024-12-19,117069.85035164937,124946.34127065861,114121.72617064648,106391.43933739416
2024-12-20,117770.89861485468,125694.55624896895,114805.1202100649,107028.5421742335
2024-12-23,119079.92333611901,127091.65250443979,116081.18027456492,106921.51363205927
2024-12-24,119087.85257042758,127100.11521975853,116088.90983007207,106821.70463500224
2024-12-26,117834.27205308613,125762.19346911552,114866.89773982698,106714.88293036724
2024-12-27,116489.5899519281,124327.0407956717,113556.07824126285,106714.88293036724
2024-12-30,116065.79897007941,123874.73704294254,113142.95942169613,106714.88293036724
2024-12-31,115780.62454166163,123570.37600252328,112864.96642919628,106346.23108015307
2025-01-02,117228.27790360426,125115.42787078471,114276.16410362217,107675.922291982
2025-01-03,117903.58032980158,125836.16482527049,114934.46065336041,108296.19764590813
2025-01-06,116570.79208010639,124413.70622480476,113635.23548805698,107072.01175345774
2025-01-07,116741.10139627672,124595.4739974283,113801.25597143438,107228.44340136301
2025-01-08,114958.76424047742,122693.22071992818,112063.80271402505,107121.21495796165
2025-01-10,115137.00279095632,122883.45120787046,112237.55275290959,107121.21495796165
2025-01-13,115295.43034291122,123052.53780799656,112125.31520015668,107121.21495796165
2025-01-14,117392.6523812906,125290.86150739987,112125.31520015668,108960.67840076087
2025-01-15,117166.88677394997,125049.90632946782,112125.31520015668,108851.7177223601
2025-01-16,118343.2297802674,126305.39400863713,112125.31520015668,108851.7177223601
2025-01-17,119426.4888941911,127461.53508617592,112125.31520015668,108851.7177223601
2025-01-21,120097.83879048155,128178.053583483,112125.31520015668,108851.7177223601
2025-01-22,120753.34230540229,128877.65955063327,112125.31520015668,108851.7177223601
2025-01-23,120400.82982159877,128501.42993240808,112125.31520015668,108425.4154309364
2025-01-24,118697.71248540064,126683.72640521133,112125.31520015668,106891.69506556573
2025-01-27,119717.61024834031,127772.24316308423,112125.31520015668,107810.15085036115
2025-01-28,119180.9243755739,127199.44892090837,112125.31520015668,107326.84530506852
